34.14836121,-79.01914978,-30.2721405,7,3,6,7,2,0,0,0,9,3,6,2,4,2,4,9,5,9,8,9,3,1,3,0,1,8,2,0,0,6,0,9,0,2,7,7,1,5,5,0,6,0
10.99922943,-79.55775452,-186.8768768,3,7,7,1,0,1,7,0,1,9,6,0,0,5,1,9,3,8,2,8,1,6,2,8,9,9,0,0,0,9,2,4,6,0,9,2,5,7,8,8,3,0
71.65603638,-45.1979866,133.676239,1,2,2,6,1,0,3,0,3,8,2,1,4,6,3,8,1,8,4,5,1,0,0,0,2,8,7,5,1,9,4,3,4,0,1,1,2,1,9,1,8,0
-37.90545654,77.48616028,-141.213028,9,7,3,7,7,2,2,0,0,8,3,5,1,8,1,8,1,9,9,1,4,5,0,6,9,7,2,0,0,7,9,8,9,0,9,9,6,1,2,1,7,2
-55.33156586,-82.80779266,75.20742798,6,9,3,5,2,0,0,0,3,3,7,0,2,2,5,9,6,9,5,2,0,2,0,0,1,8,7,0,3,1,3,9,3,2,5,3,0,9,5,2,1,0
57.43977356,-53.41781235,-40.05776978,2,3,3,6,0,6,7,1,9,5,7,7,0,9,0,9,1,4,2,7,9,9,3,9,2,9,1,0,6,8,4,4,3,5,5,1,4,9,7,6,4,0
-43.49391556,-96.64793396,-92.19651031,4,0,8,4,0,2,9,1,9,6,8,4,0,6,0,9,0,8,3,9,2,2,6,9,3,9,0,1,3,9,0,6,5,5,8,0,9,8,8,7,8,1
-34.18312836,-84.01675415,-76.03068542,8,5,3,9,0,1,7,3,8,3,9,0,0,7,4,9,0,6,2,5,0,9,0,3,1,9,4,2,1,7,3,5,6,0,9,2,4,4,7,4,8,0
-48.81100464,-20.97918701,-37.2815094,0,4,4,8,0,0,1,2,7,5,7,1,2,2,1,6,1,7,4,7,7,1,0,5,3,8,0,1,3,9,3,2,8,1,3,2,7,0,9,0,9,0
20.38504791,-58.8279953,-182.4493256,0,4,6,6,3,9,0,1,6,9,1,0,7,0,6,1,3,7,2,7,0,4,9,5,6,6,0,3,0,7,8,5,9,0,9,6,7,1,4,9,1,9
