-22.41104889,-40.76784897,130.3995361,1,0,2,1,1,2,0,0,1,2,0,0,2,1,1,1,0,1,2,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,2,1,1,0,1,1,0,1,2,2,1,0,1,1,2,1,2,1,2,1,0,1,
-23.47257996,6.07359314,162.683197,2,1,2,1,1,2,0,0,1,2,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,2,0,0,1,0,0,2,1,1,1,1,2,1,1,2,1,3,0,2,0,1,3,0,0,0,1,
22.86251831,-51.08730698,-140.2892456,2,1,2,2,1,1,0,0,1,2,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,3,1,2,1,1,1,0,1,
-13.73861694,-60.73986435,-23.35978699,2,2,1,1,2,3,0,0,0,1,0,0,1,1,2,2,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,3,0,1,2,2,0,0,0,1,1,4,0,0,0,0,1,2,0,0,1,0,1,2,
14.86441803,-56.79298782,-105.6661606,2,1,3,1,1,2,0,0,1,3,0,0,1,0,0,0,1,1,1,0,1,0,2,1,1,0,1,1,1,1,1,1,0,1,1,2,1,1,0,0,0,1,0,0,1,3,0,0,0,0,1,2,1,0,0,1,1,1,
-24.37993622,-10.96168518,157.843811,2,1,2,1,1,2,0,0,1,2,0,1,2,0,1,1,1,1,0,1,0,1,1,1,1,2,1,1,1,2,0,0,1,2,1,0,1,0,0,0,0,0,1,1,1,1,2,0,3,0,2,1,1,2,0,0,0,1,
-13.7147522,-60.71499634,-37.33558655,1,1,1,0,1,2,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,2,1,1,0,0,1,1,0,0,1,1,0,0,1,2,1,0,3,1,2,0,2,1,1,2,0,0,0,1,
27.97777557,-46.0749855,-158.1834869,2,1,2,1,1,2,0,0,1,2,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,3,0,0,1,1,2,1,0,0,1,1,1,2,0,0,0,0,1,2,1,0,1,2,1,1,
16.33552551,-55.87687683,-112.7340317,2,1,3,1,1,2,0,0,0,2,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,2,1,0,0,3,1,1,
22.27117157,-51.57688141,-138.4216919,2,1,3,1,1,2,0,0,1,1,0,1,2,0,1,1,1,2,0,0,0,1,0,0,0,0,1,1,3,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,2,0,1,1,
-24.08100891,-25.46926117,153.0515137,2,0,2,1,1,2,0,0,1,2,0,0,2,1,0,0,1,1,0,0,1,1,1,2,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,2,0,1,1,0,2,2,1,1,3,1,2,1,1,1,0,0,0,2,
16.94893646,-55.47332764,-115.7922897,2,1,2,1,1,2,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,2,0,0,2,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,2,0,1,5,
-23.87528229,1.47467041,150.0352478,2,1,2,1,1,2,0,0,0,2,0,0,2,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,2,1,0,1,0,1,0,0,1,3,1,1,1,0,0,1,0,0,0,1,2,1,2,1,0,2,1,1,
-24.39805603,-14.25799561,160.2901306,2,1,2,1,1,2,0,0,1,1,0,0,2,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,2,1,1,2,1,2,1,1,0,2,1,1,0,0,1,
-22.889534,8.97618866,163.482605,2,1,2,1,1,2,0,0,1,2,0,0,2,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,2,0,0,1,1,1,1,1,1,0,0,0,1,0,1,2,1,4,0,2,0,2,0,1,2,0,0,0,2,
29.52235413,-44.23661804,-161.779541,2,1,2,1,1,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,2,1,1,2,0,3,1,2,0,2,2,1,0,0,1,
-24.28533936,-6.67049408,161.1684265,2,1,2,1,1,2,0,0,1,2,0,0,2,1,1,1,1,1,1,0,0,1,0,0,2,0,0,1,0,0,1,3,1,1,1,2,1,1,0,0,1,1,0,1,2,1,2,0,2,1,2,0,1,2,1,0,0,1,
28.17111206,-45.85429382,-158.332489,2,1,2,1,1,2,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,2,1,1,0,0,1,1,1,1,0,1,0,0,1,2,0,0,0,0,1,2,1,0,1,3,1,1,
-23.62787628,5.142280579,160.0645142,2,1,2,1,1,2,0,0,0,2,0,1,1,0,0,1,0,0,0,0,2,1,2,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,2,0,0,0,0,2,2,1,1,0,1,1,1,
-13.50517273,-60.58029938,4.011505127,3,2,2,1,1,1,0,0,1,2,0,0,2,1,1,1,2,1,1,1,1,1,1,1,0,2,0,0,1,0,1,2,0,0,2,1,0,1,1,0,1,1,1,1,1,1,2,2,2,1,1,1,1,1,0,0,0,2,
-24.27729034,-6.418731689,141.6488037,2,1,2,1,1,2,0,0,1,2,0,0,2,2,0,0,1,2,0,0,1,1,0,0,2,2,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,3,0,0,0,0,1,2,1,1,0,1,1,1,
-14.35057068,-61.75875092,-62.58773804,1,3,1,1,1,2,1,2,1,2,0,0,2,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,2,0,0,1,1,0,1,0,0,0,0,2,1,1,1,0,2,1,1,
-2.279846191,-61.77594757,-21.28326416,2,1,3,1,1,2,0,0,1,2,0,0,2,1,0,1,1,1,1,0,1,1,1,1,2,2,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,2,2,1,1,0,0,0,2,0,0,0,0,5,7,
26.68460846,-47.48714066,-153.9857941,2,1,2,1,1,2,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,2,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,2,0,0,1,0,0,1,4,0,0,0,0,1,2,1,1,0,1,1,1,
