-58.38183594,43.91889954,-143.3110962
-77.16536713,93.25576782,102.5701599
74.78433228,-25.40789795,-39.09072876
86.13452148,72.79447937,129.4328308
7.590499878,85.31860352,-129.5648193
53.58653259,98.14512634,-198.296936
58.91053772,37.36175537,-181.894455
97.86103821,56.32421875,-152.8516235
33.50036621,91.44729614,29.88572693
-73.94080353,97.47674561,-83.13763428
80.58137512,50.00297546,-135.4822388
62.18400574,64.8270874,-79.04470825
-6.100227356,98.38990784,-153.9894257
98.77772522,90.42584229,40.57714844
17.80455017,8.149780273,37.95195007
56.7442627,69.42626953,118.039978
-44.70093155,61.87992859,-165.5148468
78.48443604,42.81254578,118.0853882
72.95939636,33.03927612,119.5429688
-95.48948669,17.92835236,60.91995239
-40.68695831,92.72554016,-176.5355988
-96.91164398,66.58091736,-153.1701355
-30.53078461,82.37794495,156.5678101
-92.59791565,59.18327332,55.4271698
-10.33746338,48.41427612,-60.8119812
69.3848114,87.36149597,-185.2999268
73.13426208,-12.1442337,45.70114136
81.47357178,33.00679016,4.587081909
-31.55898285,93.8452301,-108.4216843
53.24839783,84.31617737,146.5942688
69.70452881,82.58947754,-176.0458984
-43.06168365,94.07489014,41.90995789
81.48358154,79.23472595,26.70530701
63.0539856,79.15336609,-57.1683197
43.74247742,-36.21617508,-51.64833069
31.59835815,96.23040771,22.97489929
-64.89131927,84.06939697,-168.846344
34.72554016,87.9622345,-124.750946
-95.19075012,23.90100861,-102.0686188
63.57325745,48.4775238,149.8843384
41.5163269,58.68289185,-156.9254456
24.74061584,86.35661316,-132.5151062
-37.29467392,80.56915283,-151.3522797
-57.92720413,49.37615967,9.347793579
-52.32010651,20.84234619,153.8303833
-11.35929871,74.17233276,-0.439178467
-10.80535889,96.52418518,-175.6842346
16.57782745,-28.70013428,-59.79579163
-94.646698,89.09585571,-138.7564392
83.67720032,89.51544189,-67.93132019
-87.40080261,-8.305107117,137.0262756
21.78759766,88.75575256,-141.2214966
-41.01375198,86.86392212,-192.0592499
14.43536377,87.34762573,-170.7326965
-54.01197815,-13.16876984,-97.20594788
61.92303467,-20.86417389,-132.2424774
40.62976074,-14.41596985,-168.2446899
85.26626587,67.84736633,-165.2252197
94.27435303,59.30953979,154.0145264
-86.49303436,85.89053345,-147.8241272
84.93635559,48.2618866,51.93972778
92.01031494,27.8157959,-67.72659302
6.812347412,-29.77189636,19.80960083
96.49813843,59.63919067,145.1135864
-88.90010834,-30.25434875,-198.074234
-60.32501984,91.78240967,179.8074341
73.93338013,95.71057129,-182.9668274
-97.76275635,-46.85922241,143.5291748
-70.65657043,-62.66389465,25.64570618
51.05996704,90.06654358,-64.11758423
-31.63761139,35.95507813,-142.3750305
-80.6182251,45.00227356,64.8807373
-56.20321655,-0.492790222,-48.00038147
-70.47341919,88.01087952,189.2728271
80.16262817,90.47360229,-151.7807312
85.94007874,3.692329407,187.4880066
-59.5326004,55.79763794,-24.91920471
22.71904755,32.44049072,-168.7498169
89.31498718,52.0892334,-101.1690292
-14.69893646,-53.21822739,-81.66501617
-54.58997345,83.49211121,186.6654968
-71.30493164,2.696395874,173.9749146
-55.91236496,27.96411133,-116.7419434
47.56962585,53.80735779,68.99639893
6.407073975,-14.79716492,-31.55400085
58.49745178,70.85466003,-33.20352173
-64.53487396,36.13635254,-115.460434
83.49133301,85.20362854,-179.4748688
28.1987915,85.52139282,-184.2001648
-33.17169952,83.80766296,-167.5312805
49.49621582,-57.37879181,-106.5943832
88.38710022,49.40127563,-154.7822876
-56.04603958,-54.91374588,-187.7513428
-64.77391815,84.45410156,-173.4522705
-59.64548492,52.19369507,-164.6526184
9.429489136,41.53494263,105.5820923
-54.22788239,-3.35332489,-75.04198456
91.74201965,31.73548889,-102.5656586
-85.84155273,-31.73296356,78.33059692
50.88627625,48.7910614,-66.38208008
