-33.01280975,-23.24633789,45.61361694,1,2,1,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,2,1,0,0,0,
-31.84101868,-25.82633209,16.17982483,1,2,1,2,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
-14.96029663,34.86221313,-120.7807541,1,4,2,3,0,0,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-18.51905823,46.40049744,111.2320557,1,3,1,2,0,0,0,2,0,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10.01495361,74.10794067,-18.78926086,1,3,0,2,0,0,1,3,0,3,1,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
-30.41503143,-38.90538025,-113.0819702,1,3,1,3,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
-10.00344849,72.33030701,-2.984375,2,4,1,3,1,0,1,2,3,4,4,4,4,4,7,1,4,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,2,2,1,0,0,
-6.763374329,75.44970703,6.569320679,1,3,1,2,0,0,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-32.55456543,-36.52976608,-35.44908142,1,3,1,2,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
-10.05492401,74.74331665,-6.7315979,1,3,0,3,0,0,1,3,1,2,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,
-12.80187225,47.78761292,-137.5787354,1,3,1,3,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
-12.86053467,52.05099487,-111.211731,1,3,1,4,0,0,1,4,3,5,2,4,2,1,5,0,1,2,0,1,0,0,0,1,0,0,0,0,1,5,0,1,2,4,1,0,0,0,
-10.17780304,60.13430786,-136.6395569,1,2,1,2,0,0,1,2,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,
-32.1643219,-40.04161453,-62.510849,1,3,1,3,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
-13.37963867,46.63461304,-126.4643784,0,3,2,3,0,0,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-29.99807739,-10.29107666,50.68807983,1,3,1,2,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
-32.39836884,-40.86573029,-64.6545105,1,2,1,3,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2,0,0,0,0,
-11.1210022,54.30149841,-149.1669006,0,2,1,3,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,2,1,0,0,0,
-30.91333008,-23.71951294,-3.605621338,1,3,1,2,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,1,3,1,2,0,
-32.35935974,-38.65917969,-41.21052551,1,2,1,2,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,0,0,0,0,
-32.33683014,-45.42441559,-97.86069489,1,3,1,3,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-15.66223145,50.76939392,76.23666382,1,4,1,2,0,0,1,2,0,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-14.16630554,44.04153442,-85.92789459,1,4,1,3,0,0,1,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-7.546890259,75.48226929,9.894897461,1,3,0,2,0,0,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,3,1,0,1,0,
-9.855751038,74.99386597,60.11953735,2,4,1,4,0,0,2,3,2,3,2,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-32.49930573,-33.21906281,-14.77642822,1,3,1,2,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,
-11.06970978,72.42474365,96.99124146,2,3,1,3,0,0,1,4,1,3,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
-29.66503143,-24.583992,-50.63172913,1,3,1,3,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,4,1,1,1,0,
-9.84601593,73.03009033,-11.60969543,1,2,0,3,0,0,1,3,1,3,0,3,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,
-14.01521301,60.22932434,108.6879272,1,3,1,3,0,0,1,3,1,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-10.44744873,57.6856842,-138.9855042,1,2,0,3,0,0,0,3,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-33.03269958,-48.06385803,-109.791687,1,2,1,3,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
-10.1944046,75.16815186,33.59095764,1,3,1,3,0,0,1,3,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
