-24.3193512,92.7973938,11.07962036,1,2,1,2,1,2,0,0,0,0,1,2,1,2,1,2,1,2,0,1,0,0,0,0,0,0,2,0,3,2,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.6838913,-12.68847656,-160.0007172,1,2,1,2,1,2,0,0,0,0,2,2,1,1,0,1,1,0,2,0,2,1,1,1,0,0,0,0,1,1,1,2,1,2,4,2,0,0,0,0,0,1,1,1,1,1,0,0,2,1,2,0,9,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9.504905701,20.80834198,-153.7895355,1,2,1,2,1,2,0,0,0,0,1,3,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,
7.145378113,41.89367676,-144.8455505,1,2,1,2,1,2,0,0,0,0,1,2,1,2,1,2,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.160583496,79.04934692,-116.1233749,1,2,1,2,1,2,0,0,0,0,0,2,1,2,1,2,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-7.175758362,90.04925537,-67.42279053,1,2,1,2,1,2,0,0,0,0,1,1,2,3,1,1,1,1,0,1,0,0,2,0,1,1,1,1,0,0,2,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,2,1,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.068855286,79.64736938,-103.0943604,2,2,1,2,1,2,0,0,0,0,1,2,1,2,0,2,1,1,1,2,1,1,0,0,0,0,2,1,1,1,0,1,1,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
-0.322166443,80.27311707,-112.4160538,1,1,1,2,1,2,0,0,1,0,1,2,0,2,0,1,1,2,1,3,1,3,0,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
-24.05069733,88.30387878,32.27229309,0,2,1,2,1,2,0,0,0,0,1,2,0,2,0,1,1,2,0,1,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,2,0,0,0,0,1,1,1,2,3,1,1,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.80026245,-3.044494629,-158.8790283,1,2,1,3,1,2,0,0,0,1,1,2,1,2,1,1,1,1,1,1,0,0,0,0,4,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
