,,,b295,b296,b297,b298,b299,b300,b301,b302,b303,b304,b305,b306,b307,b308,b309,b310,b311,b312,b313,b314,b315,b316,b317,b318,b319,b320,b321,b322,b323,b324,b325,b326,b327,b328,b329,b330,b331,b332,b333,b334,b335,b336,b337,b338,b339,b340,b341,b342,b343,b344,b345,b346,b347,b348,b349,b350,b351,b352,b353,b354,b355,b356,b357,b358,b359,b360,b361,b362,b363,b364,b365,b366,b367,b368,b369,b370,b371,b372,b373,b374,b375,b376,b377,b378,b379,b380,b381,b382,b383,b384,b385,b386,b387,b388,b389,b390
-98.81085205,-50.09925842,-147.4728394,1,1,0,0,1,0,0,0,2,1,2,1,3,5,2,1,4,2,6,1,0,1,2,2,1,1,4,2,2,3,2,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,2,6,1,7,1,2,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
24.78817749,-87.51305389,-147.5518036,2,4,0,1,0,1,0,1,1,2,1,3,0,1,2,2,1,0,0,0,0,0,2,2,0,0,0,0,0,2,1,4,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,3,1,0,1,6,2,1,5,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-99.3300705,-31.50461578,129.1283264,1,3,0,0,0,1,0,1,1,1,1,3,1,2,4,1,2,1,3,1,0,0,1,2,0,0,0,0,1,2,1,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,2,1,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.70252228,-99.526474,-196.8600464,1,2,0,0,0,1,0,0,3,1,3,0,2,1,2,1,4,2,5,2,0,0,0,1,1,0,0,0,2,4,3,1,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,4,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,7,1,5,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
94.10353088,-84.29522705,45.71884155,1,3,0,0,0,1,0,0,2,0,2,0,1,0,2,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,0,0,1,0,1,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-91.78282928,7.048675537,144.7827759,2,1,0,0,0,1,0,0,2,2,2,2,1,2,3,1,3,1,3,1,0,1,1,0,2,1,0,1,1,2,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0
-77.8155365,-73.64819336,-158.3968811,1,2,0,0,0,0,0,1,2,2,2,4,0,1,3,2,1,0,1,1,0,0,1,1,0,0,0,0,1,2,1,3,0,1,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,2,0,0,1,1,1,4,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1
-11.71672058,-74.1641922,-121.8929062,1,3,0,1,0,1,0,0,2,1,2,2,0,0,0,3,0,0,0,0,0,1,4,2,0,0,0,0,1,3,2,2,1,3,1,0,1,0,0,0,2,2,2,0,2,2,1,0,0,0,0,0,2,1,2,2,1,0,0,1,0,0,0,0,3,2,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90.09288025,85.16191101,150.493042,1,2,0,0,0,0,0,0,2,2,1,2,0,1,2,2,2,1,1,0,0,0,0,1,0,0,0,0,1,4,1,3,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54.94122314,55.98742676,175.8009949,1,3,0,0,1,2,0,0,2,1,1,1,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,1,3,2,1,2,1,1,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,3,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17.35852814,98.41867065,192.2957153,1,3,0,0,0,1,1,0,1,1,1,2,0,3,1,1,1,1,1,0,1,0,2,2,0,0,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,1,7,4,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0
