,,,b295,b296,b297,b298,b299,b300,b301,b302,b303,b304,b305,b306,b307,b308,b309,b310,b311,b312,b313,b314,b315,b316,b317,b318,b319,b320,b321,b322,b323,b324,b325,b326,b327,b328,b329,b330,b331,b332,b333,b334,b335,b336,b337,b338,b339,b340,b341,b342,b343,b344,b345,b346,b347,b348,b349,b350,b351,b352,b353,b354,b355,b356,b357,b358,b359,b360,b361,b362,b363,b364,b365,b366,b367,b368,b369,b370,b371,b372,b373,b374,b375,b376,b377,b378,b379,b380,b381,b382,b383,b384,b385,b386,b387,b388,b389,b390
-79.54263306,95.66030884,183.0635681,1,3,0,0,0,0,0,0,3,1,1,2,1,1,2,1,1,1,1,0,0,0,1,1,0,0,0,0,1,3,2,3,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,1,1,2,1,2,0,1,2,1,1,4,1,0,1,0,1,1,1,1,1,2,1
-40.03403091,48.78123474,194.5882874,1,2,0,0,1,1,0,0,2,1,2,1,0,0,1,1,1,1,0,0,1,2,2,1,2,1,2,2,1,2,1,1,0,1,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,3,2,2,2,3,0,1,3,1,1,0,1,5,1,1,5,1,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.981002808,-17.67991638,58.23980713,2,1,0,0,0,1,0,0,2,0,1,1,1,1,1,1,1,0,0,0,0,0,2,2,0,0,0,0,1,2,2,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,2,1,1,1,1,1,0,1,0,1,4,1,0,4,0,1,1,1,0,0,0,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96.19465637,57.14254761,114.5593262,1,1,0,0,0,0,0,0,2,1,1,4,1,2,2,1,2,1,2,1,0,0,1,1,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,2,1,1,3,2,0,3,1,2,1,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,8,2,1,3,1,3,1,3,1,3,2,2
99.28607178,99.22146606,-144.3696594,1,1,1,1,0,0,1,0,1,1,1,3,1,0,2,3,1,1,1,2,2,1,2,2,1,1,1,2,1,2,1,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,2,2,0,0,2,0,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1,4,8,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0
97.42944336,99.49653625,-104.659256,1,2,0,0,1,3,0,0,2,1,2,1,1,1,2,1,3,1,2,2,1,0,2,2,0,0,0,0,1,2,1,1,1,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.10845184,-7.737960815,124.8234863,1,2,0,0,1,1,0,0,2,1,2,1,0,0,1,2,0,0,0,0,0,2,1,1,1,0,1,1,1,2,3,1,1,2,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,2,1,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.55690002,93.09353638,-140.10849,1,2,0,0,0,1,0,1,2,1,1,1,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,2,2,1,1,1,0,7,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-65.21721649,81.96429443,99.51794434,1,1,0,1,0,1,0,0,2,1,2,2,0,0,1,2,0,0,0,0,1,1,2,2,0,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,4,2,5,2,4,7,2,2,1,1,2,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
82.60270691,97.46353149,-55.72671509,1,3,0,0,0,0,0,0,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,2,2,1,2,0,0,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0
