,,,b295,b296,b297,b298,b299,b300,b301,b302,b303,b304,b305,b306,b307,b308,b309,b310,b311,b312,b313,b314,b315,b316,b317,b318,b319,b320,b321,b322,b323,b324,b325,b326,b327,b328,b329,b330,b331,b332,b333,b334,b335,b336,b337,b338,b339,b340,b341,b342,b343,b344,b345,b346,b347,b348,b349,b350,b351,b352,b353,b354,b355,b356,b357,b358,b359,b360,b361,b362,b363,b364,b365,b366,b367,b368,b369,b370,b371,b372,b373,b374,b375,b376,b377,b378,b379,b380,b381,b382,b383,b384,b385,b386,b387,b388,b389,b390
-8.4214478,59.8956299,-99.125145,1,1,0,0,0,2,0,0,2,1,2,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,3,1,1,1,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.97966766,86.5835266,195.450348,2,3,0,0,0,0,0,0,3,1,2,1,0,0,0,2,0,0,0,0,1,3,1,1,3,3,1,2,0,2,4,2,1,1,0,0,0,0,0,0,2,2,2,1,0,2,0,0,0,0,0,0,2,1,2,3,0,1,0,1,0,1,0,0,2,2,1,0,1,1,2,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
69.6725922,59.4730835,-48.35556,1,3,0,0,1,2,0,0,2,1,2,1,1,1,2,1,1,1,1,1,0,0,2,2,0,0,0,0,1,2,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0
93.2242889,-76.054886,185.213867,1,1,0,0,1,1,0,0,1,2,0,3,0,0,0,4,0,0,0,0,2,5,0,1,4,4,2,3,1,2,3,3,1,1,2,0,0,0,0,0,3,3,2,1,1,1,0,0,0,0,0,0,2,1,3,3,2,1,0,3,1,3,0,2,5,1,3,4,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,1,0,2,0
99.9372559,68.0855865,193.459442,0,1,0,0,0,0,0,0,2,1,1,4,0,0,2,2,0,1,1,0,0,1,0,2,3,1,0,1,1,1,2,3,0,2,0,0,0,0,0,0,2,2,1,0,1,2,1,0,0,0,0,0,1,2,3,1,7,0,0,9,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
54.0082703,-36.816631,182.320251,1,1,0,0,0,1,0,0,3,2,1,2,1,1,2,2,1,1,4,0,0,5,0,1,1,1,0,2,1,3,3,5,1,0,0,0,0,0,0,0,2,2,2,1,2,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,3,1,0,2,0,0,0,0,0,2,1,0,0,1,1,0,1,0,0,0,2
62.4077606,78.4593201,109.79245,0,2,0,0,0,0,0,0,3,1,0,2,0,1,1,1,0,0,1,1,1,3,2,1,1,0,1,0,0,2,1,3,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,2,3,0,0,4,1,2,4,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
99.3214111,-30.621445,-199.15065,2,3,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,4,2,1,1,2,2,0,1,2,2,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
92.6677704,93.7299805,-155.45839,0,2,0,1,0,0,0,1,2,2,4,2,2,1,3,1,1,0,1,1,0,0,1,3,0,0,0,0,1,2,1,3,0,0,0,0,0,0,1,1,0,3,0,1,1,0,0,0,1,0,0,0,2,2,1,0,7,0,3,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,2,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
36.3983307,-85.748077,39.8887329,1,2,0,0,0,0,0,0,3,1,1,2,1,0,2,2,1,0,1,1,0,1,2,1,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,1,1,8,2,9,3,1,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0
97.8993683,-33.218361,-167.53931,1,2,0,0,0,0,0,0,2,0,2,1,0,0,1,1,0,0,1,0,1,3,2,1,2,0,3,0,2,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,6,1,0,1,0,1,0,1,0,2,2,1
3.47298431,31.2778625,67.8328857,1,2,0,0,0,1,0,0,1,1,3,2,0,3,1,1,1,1,1,0,0,0,1,3,1,1,0,0,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55.835144,84.1271362,-140.30511,1,2,0,0,0,1,0,0,2,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,2,1,2,2,0,5,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
